key,0,1,2,3,4,5
765,0,0,0,"","",""
766,0,0,0,"","",""
767,0,0,0,"","",""
768,0,0,0,"","",""
769,0,0,0,"","",""
770,0,0,0,"","",""
771,0,0,0,"","",""
772,0,0,0,"","",""
773,0,0,0,"","",""
774,0,0,0,"","",""
775,0,0,0,"","",""
776,0,0,0,"","",""
777,0,0,0,"","",""
778,0,0,0,"","",""
779,0,0,0,"","",""
780,0,0,0,"","",""
781,0,0,0,"","",""
782,0,0,0,"","",""
783,0,0,0,"","",""
784,0,0,0,"","",""
785,0,0,0,"","",""
786,0,0,0,"","",""
787,0,0,0,"","",""
788,0,0,0,"","",""
789,0,0,0,"","",""
790,0,0,0,"","",""
791,0,0,0,"Japanese Data Center","",""
792,0,0,0,"North American Data Center","",""
793,0,0,0,"European Data Center","",""
794,0,0,0,"Oceanian Data Center","",""
795,0,0,0,"","",""
796,0,0,0,"","",""
797,0,0,0,"","",""
798,0,0,0,"","",""
799,0,0,0,"","",""
800,0,0,0,"Data Center Selection","",""
801,0,0,0,"","",""
802,0,0,0,"Data Center","",""
803,0,0,0,"Information","",""
804,0,0,0,"","",""
805,0,0,0,"","",""
806,0,0,0,"FINAL FANTASY XIV requires connecting to one of several data centers to play. The closer your physical location to the data center, the smoother gameplay will be.<hex:02100103><hex:02100103><hex:0208F202A7E1E80201FFF20216>The center you have selected is recommended for residents of <hex:02093DE802FF06>Japan<hex:FF0E>North America<hex:FF07>Europe<hex:FF08>Oceania<hex:FF01><hex:FF01><hex:FF0E>North America<hex:03>. Select if you wish to create a character and play in one of the Worlds listed.<hex:02100103><hex:02088BE4E80208FF83><hex:024804F2023703><hex:024904F2023803>This data center is for cloud stress testing only. No connections can be made outside the test period.<hex:0249020103><hex:0248020103><hex:02100103><hex:FF01><hex:03><hex:02100103>Each data center contains several unique Worlds (servers). If you have already decided which World on which you are going to play, you should select the corresponding data center.<hex:FF88>First choose your region, and then select your data center. All data centers within the same region offer the same quality of gameplay.<hex:03>","",""
807,0,0,0,"","",""
808,0,0,0,"Connecting to the <hex:022903EA0203> data center.","",""
809,0,0,0,"Acquiring character list.","",""
810,0,0,0,"Proceed","",""
811,0,0,0,"Cancel","",""
812,0,0,0,"Japanese Data Centers","",""
813,0,0,0,"North American Data Centers","",""
814,0,0,0,"European Data Centers","",""
815,0,0,0,"Oceanian Data Center","",""
816,0,0,0,"NA Cloud Data Center (Beta)","",""
817,0,0,0,"","",""
818,0,0,0,"","",""
819,0,0,0,"","",""
820,0,0,0,"“World” is another name for the server on which your character will reside.<hex:02100103>Once you have chosen a Home World, chances to move to another will be limited,<hex:02100103>so if you have made plans to play FINAL FANTASY XIV with friends, make<hex:02100103>certain that you all select the same one.<hex:02100103><hex:02100103>Worlds are divided between data centers based on the location of their servers.<hex:02100103>To ensure you encounter the fewest number of latency issues, it is recommended,<hex:02100103>but not required, that you select a data center that is geographically closer<hex:02100103>to you. If you do not see your preferred World displayed, please suspend character<hex:02100103>creation and select a different data center via the Character Selection screen<hex:02100103>or the Data Center menu option on the title screen. Legacy Worlds (servers existing<hex:02100103>since the original launch) are indicated in parentheses.<hex:02100103><hex:02100103><hex:02088BE4E80408FF83><hex:024804F2023703><hex:024904F2023803>This data center is for cloud stress testing only. No connections can be made outside the test period.<hex:02100103><hex:0249020103><hex:0248020103><hex:FF01><hex:03><hex:020882E4E80302FF7A><hex:02100103><hex:02100103><hex:0212026403><hex:024804F201FA03><hex:024904F201FB03>EXP bonuses are currently being granted to all new players<hex:02100103>created on this world.<hex:0249020103><hex:0248020103><hex:FF01><hex:03><hex:0208F20142E4E80303FFF20138><hex:02100103><hex:02100103><hex:024804F201FE03><hex:024904F201FF03>The creation of characters on this World is currently restricted. You must<hex:02100103>either wait for this restriction to be lifted, or create a character on another<hex:02100103>World. In the event you create a character on another World, you may use the<hex:02100103>World Visit system to play on this one.<hex:0249020103><hex:0248020103><hex:FF01><hex:03>","",""
821,0,0,0,"","",""
822,0,0,0,"","",""
823,0,0,0,"Load character creation data for the <hex:02092FE805FF14>male <hex:02280BFF06>Tribe<hex:E8040103><hex:FF16>female <hex:02280BFF06>Tribe<hex:E8040203><hex:03> saved to slot <hex:022003E80303> at <hex:020703E80203><hex:022002DB03>:<hex:022402DA03> on <hex:02082BE4E94E04FF12><hex:022002DC03>/<hex:022002DE03>/<hex:022002DF03><hex:FF12><hex:022002DE03>/<hex:022002DC03>/<hex:022002DF03><hex:03>?","",""
824,0,0,0,"Saved appearance data found in the FINAL FANTASY XIV folder. Select data to load and continue to the final step.","",""
825,0,0,0,"","",""
826,0,0,0,"","",""
827,0,0,0,"","",""
828,0,0,0,"","",""
829,0,0,0,"","",""
830,0,0,0,"","",""
831,0,0,0,"","",""
832,0,0,0,"Load saved character creation data?","",""
833,0,0,0,"","",""
834,0,0,0,"","",""
835,0,0,0,"","",""
836,0,0,0,"Feature not yet available on PlayStation®4.","",""
837,0,0,0,"<hex:02100103>(Source)","",""
838,0,0,0,"<hex:02100103>(Target)","",""
839,0,0,0,"<hex:021E020603> Scroll","",""
840,0,0,0,"Back Up Client Settings","",""
841,0,0,0,"Back Up Character Settings","",""
842,0,0,0,"Back Up Character Settings","",""
843,0,0,0,"Client Settings Backup","",""
844,0,0,0,"Character Settings Backup","",""
845,0,0,0,"Client Settings Data","",""
846,0,0,0,"Character Settings Data","",""
847,0,0,0,"Download","",""
848,0,0,0,"Upload","",""
849,0,0,0,"","",""
850,0,0,0,"","",""
851,0,0,0,"Save a backup of local system settings for UI, sound, user macros, and more to the server.<hex:02100103>※Display resolution, graphics quality, input device, and other settings dependent on current play environment will not be saved.","",""
852,0,0,0,"Save a backup of local character settings, HUD layout, hotbars, gear sets, and more to the server.<hex:02100103>※Item sort settings and inventory location data will not be saved.<hex:020847E4E94F64FF3F><hex:02100103>※Only HUD size and layout will be saved for remote play.<hex:FF01><hex:03>","",""
853,0,0,0,"","",""
854,0,0,0,"","",""
855,0,0,0,"This feature is unavailable on the free trial.","",""
856,0,0,0,"The server is experiencing unusually heavy traffic. Please try again later.","",""
857,0,0,0,"Download","",""
858,0,0,0,"Upload","",""
859,0,0,0,"Server Backup","",""
860,0,0,0,"Client Data","",""
861,0,0,0,"Save <hex:024804F2023703><hex:024904F2023803>Client Settings<hex:0249020103><hex:0248020103> to the server.<hex:02100103>※Server data will only be overwritten if more than 23 hours have passed since last upload.","",""
862,0,0,0,"Save selected <hex:024804F2023903><hex:024904F2023A03>Character Settings<hex:0249020103><hex:0248020103> to the server.<hex:02100103>※Server data will only be overwritten if more than 23 hours have passed since last upload.","",""
863,0,0,0,"Download previously saved <hex:024804F2023703><hex:024904F2023803>Client Settings<hex:0249020103><hex:0248020103> from the server and apply them to the current play environment.","",""
864,0,0,0,"Download previously saved <hex:024804F2023903><hex:024904F2023A03>Character Settings<hex:0249020103><hex:0248020103> from the server and apply them to the selected character.","",""
865,0,0,0,"Select data from another character.","",""
866,0,0,0,"Selected Character","",""
867,0,0,0,"Recently Backed Up Characters (Same DC Only)","",""
868,0,0,0,"No Data","",""
869,0,0,0,"Backup Date: <hex:020703E80203><hex:022002DE03>/<hex:022002DC03>/<hex:022002DF03> <hex:022002DB03>:<hex:022402DA03>","",""
870,0,0,0,"[<hex:020927E802FF04>Win<hex:FF04>PS4<hex:FF04>Mac<hex:FF04>PS5<hex:FF05>Xbox<hex:FF09>Switch 2<hex:03>]","",""
871,0,0,0,"Ready to create backup.","",""
872,0,0,0,"Ready to download.","",""
873,0,0,0,"Apply <hex:024804F2023903><hex:024904F2023A03>Character Settings<hex:0249020103><hex:0248020103> for a different character.","",""
874,0,0,0,"This data has already been uploaded.","",""
875,0,0,0,"You have recently uploaded backup data.<hex:02100103>You cannot upload data again until <hex:020703E80203><hex:022002DE03>/<hex:022002DC03>/<hex:022002DF03> (<hex:022002DB03>:<hex:022402DA03>)","",""
876,0,0,0,"There is no backup data for <hex:024804F2023703><hex:024904F2023803>Client Settings<hex:0249020103><hex:0248020103>.","",""
877,0,0,0,"There is no backup data for the character selected.","",""
878,0,0,0,"Data consists only of default settings.","",""
879,0,0,0,"Unable to upload backup data at this time.","",""
880,0,0,0,"Backup features are currently unavailable.","",""
881,0,0,0,"","",""
882,0,0,0,"","",""
883,0,0,0,"","",""
884,0,0,0,"Data Ready","",""
885,0,0,0,"Preparing data...","",""
886,0,0,0,"Downloading backup data...","",""
887,0,0,0,"Uploading backup data...","",""
888,0,0,0,"<hex:024804F2023703><hex:024904F2023803>Client Settings<hex:0249020103><hex:0248020103> successfully applied.<hex:02100103>※Certain changes will only be reflected upon restarting the client.","",""
889,0,0,0,"<hex:024804F2023703><hex:024904F2023803>Client Settings<hex:0249020103><hex:0248020103> data saved to the server.","",""
890,0,0,0,"Character Settings successfully applied to <hex:022903EA0203><hex:0212025903><hex:022903EA0303>.","",""
891,0,0,0,"Character Settings for <hex:022903EA0203><hex:0212025903><hex:022903EA0303> successfully uploaded to the server.","",""
892,0,0,0,"Insufficient settings data. Unable to perform backup.<hex:02100103>Log in with the character and try again.<hex:02100103>(<hex:022003E80203>)","",""
893,0,0,0,"Settings data is corrupted. Unable to perform backup.<hex:02100103>Log in with the character and try again.<hex:02100103>(<hex:022003E80203>)","",""
894,0,0,0,"Unable to create backup data.<hex:02100103>Log in with the character and then try again.<hex:02100103>(<hex:022003E80203>)","",""
895,0,0,0,"Unable to upload backup data.<hex:02100103>Log in to confirm that character data is not corrupted then attempt upload again later.<hex:02100103>(<hex:022003E80203>)","",""
896,0,0,0,"Unable to upload backup data.<hex:02100103>Log in to confirm that character data is not corrupted then attempt upload again later.<hex:02100103>(<hex:022003E80203>)","",""
897,0,0,0,"Unable to apply backup data.<hex:02100103>There is not enough disk space available.<hex:02100103>(<hex:022003E80203>)","",""
898,0,0,0,"An error has occurred.<hex:02100103>Please try again later.<hex:02100103>(<hex:022003E80203>)","",""
899,0,0,0,"Canceling download. Existing data and backup data are identical.","",""
900,0,1,0,"Saves UI size, frame rate limit, and other display settings.<hex:02100103>※Resolution and other graphical settings dependent on current play environment will not be saved.","Display",""
901,0,11,0,"Saves volume, mute, and other sound settings.","Sound",""
902,0,41,0,"Saves <hex:022F08FF06024202160303> and mouse settings.<hex:02100103>※Input device information will not be saved.","Input Device",""
903,0,181,0,"Saves your preferred color scheme.","Theme Settings",""
904,0,51,0,"Saves movie/cutscene voice settings.<hex:02100103>※Settings dependent on current play environment will not be saved.","Others",""
905,0,61,0,"Saves visual alert and color filtering settings.","Accessibility",""
906,0,161,0,"Saves shared macros.<hex:02100103>※Individual macros are saved by backing up <hex:024804F2023903><hex:024904F2023A03>Character Settings<hex:0249020103><hex:0248020103>.","Shared Macros",""
907,0,0,0,"","",""
908,0,0,0,"","",""
909,0,0,0,"","",""
910,0,0,0,"","",""
911,0,0,0,"","",""
912,0,0,0,"","",""
913,0,0,0,"","",""
914,0,0,0,"","",""
915,0,0,0,"","",""
916,0,0,0,"","",""
917,0,0,0,"","",""
918,0,0,0,"","",""
919,0,0,0,"","",""
920,0,131,0,"Saves <hex:022F2DFF2B020827E1E94C01FF10024202020320616E64206D6F757365FF10024202020320616E64206D6F7573650303> mode settings.","Character Config",""
921,0,91,0,"Saves HUD layout and size settings.","HUD Layout",""
922,0,111,0,"Saves hotbar/cross hotbar settings for all classes and jobs.","Hotbars",""
923,0,141,0,"Saves gear sets.","Gear Sets",""
924,0,151,0,"Saves shortcut key settings.","Key Bindings",""
925,0,121,0,"Saves chat log filter settings.","Log Filters",""
926,0,161,0,"Saves individual character macros.<hex:02100103>※Shared macros are saved by backing up <hex:024804F2023703><hex:024904F2023803>Client Settings<hex:0249020103><hex:0248020103>.","Individual Macros",""
927,0,51,0,"Saves Triple Triad and Lord of Verminion settings.","Others",""
928,0,171,0,"Saves friend list group names and contact list.","Social",""
929,0,0,0,"","",""
930,0,0,0,"","",""
931,0,0,0,"","",""
932,0,0,0,"","",""
933,0,0,0,"","",""
934,0,0,0,"","",""
935,0,0,0,"","",""
936,0,0,0,"","",""
937,0,0,0,"","",""
938,0,0,0,"","",""
939,0,0,0,"","",""
940,0,0,0,"Restore","",""
941,0,0,0,"Restore <hex:020817E4E94C01FF07>Macros<hex:FF09>Settings<hex:03>","",""
942,0,0,0,"Restore Settings","",""
943,0,0,0,"Restore <hex:020825E4E94C01FF0E>Shared Macros<hex:FF10>Client Settings<hex:03>","",""
944,0,0,0,"","",""
945,0,0,0,"<hex:020831E4E94C01FF29>Up to 100 shared macros can be restored.<hex:FF01><hex:03>","",""
946,0,0,0,"If a problem occurred applying <hex:024804F2023703><hex:024904F2023803>Client Settings<hex:0249020103><hex:0248020103>, you can use this feature to restore your <hex:020816E4E94C01FF0E>shared macro <hex:FF01><hex:03>settings to those automatically recorded at a previous date.","",""
947,0,0,0,"Settings are automatically saved each time you download and apply new data (up to 10 instances).<hex:02100103>No data currently exists.","",""
948,0,0,0,"Automatic Backup: <hex:020703E80203><hex:022002DE03>/<hex:022002DC03>/<hex:022002DF03> <hex:022002DB03>:<hex:022402DA03>","",""
949,0,0,0,"Restore Character Settings","",""
950,0,0,0,"","",""
951,0,0,0,"","",""
952,0,0,0,"If a problem occurred applying <hex:024804F2023903><hex:024904F2023A03>Character Settings<hex:0249020103><hex:0248020103>, you can use this feature to restore your settings to those automatically recorded at a previous date.","",""
953,0,0,0,"Settings are automatically saved each time you download and apply new data (up to 10 instances).<hex:02100103>No data currently exists.","",""
954,0,0,0,"Restore <hex:020829E4E94C01FF12>shared macro data<hex:FF10>Client Settings<hex:03> for <hex:020703E80203><hex:022002DE03>/<hex:022002DC03>/<hex:022002DF03> <hex:022002DB03>:<hex:022402DA03>?","",""
955,0,0,0,"Restore <hex:024804F2023903><hex:024904F2023A03>Character Settings<hex:0249020103><hex:0248020103> for <hex:020703E80203><hex:022002DE03>/<hex:022002DC03>/<hex:022002DF03> <hex:022002DB03>:<hex:022402DA03>?","",""
956,0,0,0,"<hex:020825E4E94C01FF0E>Shared macros<hex:FF10>Client Settings<hex:03> successfully restored.","",""
957,0,0,0,"Unable to restore <hex:020825E4E94C01FF0E>shared macros<hex:FF10>Client Settings<hex:03>.","",""
958,0,0,0,"<hex:024804F2023903><hex:024904F2023A03>Character Settings<hex:0249020103><hex:0248020103> successfully restored.","",""
959,0,0,0,"Unable to restore <hex:024804F2023903><hex:024904F2023A03>Character Settings<hex:0249020103><hex:0248020103>.","",""
960,0,0,0,"Unable to download data. Backup file may be missing or corrupted.","",""
961,0,0,0,"Corrupted","",""
962,0,0,0,"This feature allows you to save backups of your Client and Character Configuration Settings to the FINAL FANTASY XIV servers, as well as import these backups to your <hex:020818E4E94C01FF09>hardware<hex:FF08><hex:024204F201E103><hex:03>, thereby allowing you to easily carry over your preferences to a different play environment.<hex:02100103><hex:02100103>It is strongly recommended that you save your data locally before attempting a backup or download.<hex:020886E4E94C01FF7E> In addition to manually backing up your data, please select the Config option found in the launcher and use the Backup Tool.<hex:FF01><hex:03>","",""
963,0,0,0,"","",""
964,0,0,0,"","",""
965,0,0,0,"","",""
966,0,0,0,"Unable to retrieve file list.","",""
967,0,0,0,"Unable to retrieve file list.","",""
968,0,0,0,"Unable to retrieve data.","",""
969,0,0,0,"Unable to restore settings using specified data.","",""
970,0,0,0,"Unable to prepare data for restoration.","",""
971,0,0,0,"Unable to restore data.","",""
972,0,0,0,"","",""
973,0,0,0,"Searching for data...","",""
974,0,0,0,"Preparing download...","",""
975,0,0,0,"Import Character Settings","",""
976,0,0,0,"<hex:020703E80203><hex:022002DE03>/<hex:022002DC03>/<hex:022002DF03> <hex:022002DB03>:<hex:022402DA03>:<hex:022402D903>","",""
977,0,0,0,"","",""
978,0,0,0,"","",""
979,0,0,0,"Client Settings Data","",""
980,0,0,0,"System Configuration Backup","",""
981,0,0,0,"I understand.","",""
982,0,0,0,"The last backup of <hex:020825E4E80303FF01><hex:FF1D>client data <hex:02080DE4E80302FF01><hex:FF05>and <hex:03><hex:03><hex:02085BE4E80302FF01><hex:FF53>character data for the last character you logged in with in this play environment <hex:03>was created <hex:020832E0E80202FF1B><hex:022003E80203> <hex:020810E4E80202FF04>day<hex:FF05>days<hex:03><hex:FF10>less than 1 day<hex:03> ago.<hex:02100103>Creating routine backups is recommended.","",""
983,0,0,0,"Notify after a set time has elapsed since the last backup.","",""
984,0,0,0,"※Settings can be adjusted via System Configuration.","",""
985,0,0,0,"OK","",""
986,0,0,0,"","",""
987,0,0,0,"The selected character's data will be copied.<hex:02100103>※Creating a backup of character settings is recommended.","",""
988,0,0,0,"","",""
989,0,0,0,"","",""
990,0,0,0,"","",""
991,0,0,0,"Game Manual","",""
992,0,0,0,"","",""
993,0,0,0,"Copy Character Settings","",""
994,0,0,0,"Select the data you wish to copy from the selected character.","",""
995,0,0,0,"Select the character you wish to copy HUD layout, hotbar configuration, and other settings from.<hex:02100103>※Up to 8 recently logged-in characters will be displayed.","",""
996,0,0,0,"Searching for other character data...","",""
997,0,0,0,"Applicable character data could not be found.","",""
998,0,0,0,"Character settings copied.<hex:02100103>Settings will be applied the next time you log in with this character.","",""
999,0,0,0,"","",""
1000,0,0,0,"Tail Length","",""
1001,0,0,0,"Tail Shape","",""
1002,0,0,0,"","",""
1003,0,0,0,"Short","",""
1004,0,0,0,"","",""
1005,0,0,0,"","",""
1006,0,0,0,"","",""
1007,0,0,0,"Long","",""
1008,0,0,0,"","",""
1009,0,0,0,"","",""
1010,0,0,0,"","",""
1011,0,0,0,"","",""
1012,0,0,0,"","",""
1013,0,0,0,"Fur Pattern","",""
1014,0,0,0,"Fur Color","",""
1015,0,0,0,"Ear Length","",""
1016,0,0,0,"Ear Shape","",""
1017,0,0,0,"Bust Size","",""
1018,0,0,0,"Short","",""
1019,0,0,0,"","",""
1020,0,0,0,"","",""
1021,0,0,0,"","",""
1022,0,0,0,"Long","",""
1023,0,0,0,"Type 1","",""
1024,0,0,0,"Type 2","",""
1025,0,0,0,"Type 3","",""
1026,0,0,0,"Type 4","",""
1027,0,0,0,"","",""
1028,0,0,0,"Small","",""
1029,0,0,0,"","",""
1030,0,0,0,"","",""
1031,0,0,0,"","",""
1032,0,0,0,"Large","",""
1033,0,0,0,"Ear Shape","",""
1034,0,0,0,"Ear Length","",""
1035,0,0,0,"Short","",""
1036,0,0,0,"Long","",""
1037,0,0,0,"Bust Size","",""
1038,0,0,0,"Small","",""
1039,0,0,0,"Large","",""
1040,0,0,0,"Tail Shape","",""
1041,0,0,0,"Tail Length","",""
1042,0,0,0,"Short","",""
1043,0,0,0,"Long","",""
1044,0,0,0,"Fang Length","",""
1045,0,0,0,"Tattoos","",""
1046,0,0,0,"Tattoo Color","",""
1047,0,0,0,"Other Features","",""
1048,0,0,0,"","",""
1049,0,0,0,"","",""
1050,0,0,0,"Type 1","",""
1051,0,0,0,"Type 2","",""
1052,0,0,0,"Type 3","",""
1053,0,0,0,"Type 4","",""
1054,0,0,0,"","",""
1055,0,0,0,"Type 1","",""
1056,0,0,0,"Type 2","",""
1057,0,0,0,"Type 3","",""
1058,0,0,0,"Type 4","",""
1059,0,0,0,"Type 5","",""
1060,0,0,0,"Type 6","",""
1061,0,0,0,"","",""
1062,0,0,0,"","",""
1063,0,0,0,"","",""
1064,0,0,0,"","",""
1065,0,0,0,"Type 1","",""
1066,0,0,0,"Type 2","",""
1067,0,0,0,"Type 3","",""
1068,0,0,0,"Type 4","",""
1069,0,0,0,"Type 5","",""
1070,0,0,0,"Type 6","",""
1071,0,0,0,"","",""
1072,0,0,0,"","",""
1073,0,0,0,"","",""
1074,0,0,0,"","",""
1075,0,0,0,"Large","",""
1076,0,0,0,"Small","",""
1077,0,0,0,"","",""
1078,0,0,0,"","",""
1079,0,0,0,"","",""
1080,0,0,0,"Type 1","",""
1081,0,0,0,"Type 2","",""
1082,0,0,0,"Type 3","",""
1083,0,0,0,"Type 4","",""
1084,0,0,0,"Type 5","",""
1085,0,0,0,"Type 6","",""
1086,0,0,0,"","",""
1087,0,0,0,"","",""
1088,0,0,0,"","",""
1089,0,0,0,"","",""
1090,0,0,0,"Type 1","",""
1091,0,0,0,"Type 2","",""
1092,0,0,0,"Type 3","",""
1093,0,0,0,"Type 4","",""
1094,0,0,0,"","",""
1095,0,0,0,"","",""
1096,0,0,0,"","",""
1097,0,0,0,"","",""
1098,0,0,0,"","",""
1099,0,0,0,"","",""
1100,0,0,0,"Visit Another World Server","",""
1101,0,0,0,"To avoid congested servers, you may temporarily transfer your character to a less-crowded World.<hex:02100103><hex:024804F2023703><hex:024904F2023803>• The destination World is chosen automatically.<hex:02100103>• Logging in will place your character at the aetheryte of your starting nation.<hex:0249020103><hex:0248020103><hex:02100103>Those unfamiliar with the World Visit system and its restrictions should refer to the explanation below.","",""
1102,0,0,0,"Using the World Visit System","",""
1103,0,0,0,"Close","",""
1104,0,0,0,"Visit Another World Server","",""
1105,0,0,0,"Cancel","",""
1106,0,0,0,"World Visit request accepted. Please wait until the transfer is complete.","",""
1107,0,0,0,"Unable to submit World Visit request at this time.","",""
1108,0,0,0,"Unable to visit other Worlds at this time. Please wait before attempting another transfer.","",""
1109,0,0,0,"To visit other Worlds with this character, you must first select a different name using the Change Name subcommand.","",""
1110,0,0,0,"To visit other Worlds with this character, you must first select a different retainer name using the Change Retainer Name subcommand.","",""
1111,0,0,0,"Character was logged out or disconnected mid-duty. Unable to process <hex:020828E1E80201FF15>Return to Home World<hex:FF0C>World Visit<hex:03> request.<hex:02100103>You must log in before a new request can be processed.","",""
1112,0,0,0,"Character has not completed the game's opening event. Unable to submit World Visit request.","",""
1113,0,0,0,"Character is currently imprisoned in the Mordion Gaol. <hex:020828E1E80201FF15>Return to Home World<hex:FF0C>World Visit<hex:03> request denied.","",""
1114,0,0,0,"World Visit system is temporarily unavailable.","",""
1115,0,0,0,"World Visit transfer failed. Please wait before submitting another transfer request via the subcommand.","",""
1116,0,0,0,"World Visit transfer successful. Login to <hex:022903EA0203> now available.","",""
1117,0,0,0,"Return to Home World","",""
1118,0,0,0,"<hex:021E021903> Scroll","",""
1119,0,0,0,"","",""
1120,0,0,0,"","",""
1121,0,0,0,"","",""
1122,0,0,0,"","",""
1123,0,0,0,"","",""
1124,0,0,0,"","",""
1125,0,0,0,"","",""
1126,0,0,0,"","",""
1127,0,0,0,"","",""
1128,0,0,0,"","",""
1129,0,0,0,"","",""
1130,0,0,0,"","",""
1131,0,0,0,"","",""
1132,0,0,0,"","",""
1133,0,0,0,"","",""
1134,0,0,0,"","",""
1135,0,0,0,"","",""
1136,0,0,0,"","",""
1137,0,0,0,"","",""
1138,0,0,0,"","",""
1139,0,0,0,"","",""
1140,0,0,0,"","",""
1141,0,0,0,"","",""
1142,0,0,0,"","",""
1143,0,0,0,"","",""
1144,0,0,0,"","",""
1145,0,0,0,"","",""
1146,0,0,0,"","",""
1147,0,0,0,"","",""
1148,0,0,0,"","",""
1149,0,0,0,"","",""
1150,0,0,0,"Visit Another Data Center","",""
1151,0,0,0,"Return to Home Data Center","",""
1152,0,0,0,"TRAVELED FROM","",""
1153,0,0,0,"TRAVELED TO","",""
1154,0,0,0,"<hex:022903EA0203> (<hex:022903EA0303>)","",""
1155,0,0,0,"The Data Center Travel system allows your character to visit Worlds in other data centers, where you can create parties with friends, trade items, challenge duties, and more.<hex:02100103><hex:02100103>※Certain features will be unavailable while visiting other data centers, including access to linkshell and free company chat channels affiliated with your Home Data Center.","",""
1156,0,0,0,"Using the Data Center Travel System","",""
1157,0,0,0,"注意事項について了承しました","",""
1158,0,0,0,"Select World","",""
1159,0,0,0,"Cancel","",""
1160,0,0,0,"","",""
1161,0,0,0,"Close","",""
1162,0,0,0,"Select the data center and World you wish to visit.<hex:02100103>Estimated Travel Time: <hex:0208F0E6E3E8023DFF13>Less than 1 minute<hex:FFCD><hex:0208C9E3E80279FF14>Less than 2 minutes<hex:FFAE><hex:0208AAE3E802B5FF14>Less than 3 minutes<hex:FF8F><hex:02088BE3E802F2012CFF14>Less than 5 minutes<hex:FF6E><hex:02086AE3E802F20258FF15>Less than 10 minutes<hex:FF4C><hex:020848E3E802F204B0FF15>Less than 20 minutes<hex:FF2A>Unknown. Servers are currently congested.<hex:03><hex:03><hex:03><hex:03><hex:03><hex:03>","",""
1163,0,0,0,"Returning to Home Data Center and Home World.<hex:02100103>Estimated Travel Time: <hex:0208F0E6E3E8023DFF13>Less than 1 minute<hex:FFCD><hex:0208C9E3E80279FF14>Less than 2 minutes<hex:FFAE><hex:0208AAE3E802B5FF14>Less than 3 minutes<hex:FF8F><hex:02088BE3E802F2012CFF14>Less than 5 minutes<hex:FF6E><hex:02086AE3E802F20258FF15>Less than 10 minutes<hex:FF4C><hex:020848E3E802F204B0FF15>Less than 20 minutes<hex:FF2A>Unknown. Servers are currently congested.<hex:03><hex:03><hex:03><hex:03><hex:03><hex:03>","",""
1164,0,0,0,"DATA CENTER","",""
1165,0,0,0,"WORLD","",""
1166,0,0,0,"Confirm","",""
1167,0,0,0,"Cancel","",""
1168,0,0,0,"❖<hex:022903EA0203>","",""
1169,0,0,0,"Retrieving World data...","",""
1170,0,0,0,"<hex:022903EA0203><hex:0212025903><hex:022903EA0303> will now be transported to <hex:022903EA0503> in the <hex:022903EA0403> data center.<hex:02100103>Estimated Travel Time: <hex:0208F0E6E3E8023DFF13>Less than 1 minute<hex:FFCD><hex:0208C9E3E80279FF14>Less than 2 minutes<hex:FFAE><hex:0208AAE3E802B5FF14>Less than 3 minutes<hex:FF8F><hex:02088BE3E802F2012CFF14>Less than 5 minutes<hex:FF6E><hex:02086AE3E802F20258FF15>Less than 10 minutes<hex:FF4C><hex:020848E3E802F204B0FF15>Less than 20 minutes<hex:FF2A>Unknown. Servers are currently congested.<hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:02100103><hex:02100103><hex:024804F2023703><hex:024904F2023803>Please note the following:<hex:02100103>・This process may take several minutes to complete.<hex:02100103>・You will be unable to cancel this process while it is underway.<hex:02100103>・You will be unable to log in with a different character until this process has been completed.<hex:02100103><hex:02100103>※Travel times may take longer during periods of server congestion.<hex:0249020103><hex:0248020103>","",""
1171,0,0,0,"Proceed","",""
1172,0,0,0,"Previous Step","",""
1173,0,0,0,"Your character is traveling between data centers. Please wait until they have reached their destination.<hex:02100103>Estimated Travel Time: <hex:0208F0E6E3E8023DFF13>Less than 1 minute<hex:FFCD><hex:0208C9E3E80279FF14>Less than 2 minutes<hex:FFAE><hex:0208AAE3E802B5FF14>Less than 3 minutes<hex:FF8F><hex:02088BE3E802F2012CFF14>Less than 5 minutes<hex:FF6E><hex:02086AE3E802F20258FF15>Less than 10 minutes<hex:FF4C><hex:020848E3E802F204B0FF15>Less than 20 minutes<hex:FF2A>Unknown. Servers are currently congested.<hex:03><hex:03><hex:03><hex:03><hex:03><hex:03>","",""
1174,0,0,0,"<hex:022903EA0203><hex:0212025903><hex:022903EA0303> has arrived safely on <hex:022903EA0503> in the <hex:022903EA0403> data center!","",""
1175,0,0,0,"This character is currently visiting the <hex:022903EA0203> data center.","",""
1176,0,0,0,"A name change is required to log in with this character. Please return to your Home World to change your name.","",""
1177,0,0,0,"A name change for your retainer is required to log in with this character. Please return to your Home World to change your retainer's name.","",""
1178,0,0,0,"You may perform any necessary name changes by returning to your Home World.<hex:02100103>After changing names, logging in will place your character at the aetheryte of your starting nation.","",""
1179,0,0,0,"Return to Home World request accepted. Please wait until the transfer is complete.","",""
1180,0,0,0,"Unable to submit Return to Home World request at this time.","",""
1181,0,0,0,"Unable to return to Home World at this time. Please wait before attempting to return again.","",""
1182,0,0,0,"Return to Home World failed. Please wait before submitting another Return to Home World request via the subcommand.","",""
1183,0,0,0,"Successfully returned to Home World.","",""
1184,0,0,0,"A name change is required to log in with this character. Please return to your Home World to change your name.","",""
